CustomerID,Age,Gender,Tenure_Months,Recency_Days,Frequency,Monetary_Value,Support_Calls,Churn
CUST_03578,37,Female,41,190,47,6961.09,0,0
CUST_03579,62,Male,42,152,103,9812.03,3,0
CUST_03580,24,Male,9,255,12,1265.61,5,0
CUST_03581,31,Female,18,191,50,6717.64,2,0
CUST_03582,26,Female,15,142,102,11045.68,2,0
CUST_03583,36,Female,4,246,105,11259.84,4,0
CUST_03584,64,Female,34,34,112,3260.09,9,0
CUST_03585,69,Female,62,187,40,3336.94,1,0
CUST_03586,31,Male,38,86,90,9529.3,3,0
CUST_03587,55,Female,71,161,108,13390.31,0,0
CUST_03588,53,Male,23,364,64,4530.38,9,1
CUST_03589,57,Female,20,118,19,601.87,8,1
CUST_03590,34,Female,56,111,87,5601.62,2,0
CUST_03591,47,Female,53,58,112,8177.6,7,0
CUST_03592,26,Male,2,18,100,11638.62,3,0
CUST_03593,50,Male,21,359,27,477.1,5,0
CUST_03594,69,Female,42,140,52,3488.3,9,0
CUST_03595,42,Male,57,194,80,6037.14,3,0
CUST_03596,31,Female,49,130,7,624.86,3,0
CUST_03597,28,Female,10,212,63,9194.85,5,0
CUST_03598,52,Female,61,284,77,8853.56,7,1
CUST_03599,58,Female,21,120,55,2476.54,8,0
CUST_03600,31,Female,60,42,76,7641.38,1,0
CUST_03601,47,Male,13,3,91,5617.18,5,0
CUST_03602,58,Male,48,229,97,12080.47,0,0
CUST_03603,21,Female,40,229,31,1180.93,6,0
CUST_03604,21,Female,63,343,11,379.59,9,1
CUST_03605,45,Female,9,141,17,487.7,2,0
CUST_03606,25,Female,57,57,102,9022.32,8,0
CUST_03607,19,Male,51,216,66,2088.2,5,0
CUST_03608,58,Male,40,131,67,1382.66,8,0
CUST_03609,63,Male,64,114,98,5868.39,5,0
CUST_03610,39,Female,70,191,114,13993.78,3,0
CUST_03611,58,Male,64,243,32,1154.24,5,0
CUST_03612,33,Male,25,294,24,1519.56,0,0
CUST_03613,46,Female,28,315,88,6496.57,9,1
CUST_03614,66,Male,10,28,13,1732.33,7,1
CUST_03615,65,Female,28,26,22,1744.8,9,1
CUST_03616,47,Female,36,84,19,1598.17,7,0
CUST_03617,29,Male,11,347,53,2616.84,2,0
CUST_03618,52,Male,21,321,94,9893.81,4,1
CUST_03619,28,Female,26,330,39,720.11,4,1
CUST_03620,63,Male,18,202,21,3049.19,2,0
CUST_03621,67,Male,68,61,112,9211.58,5,0
CUST_03622,38,Male,41,185,87,2031.0,8,0
CUST_03623,38,Male,15,246,16,1447.81,2,0
CUST_03624,22,Female,23,1,106,8945.08,8,0
CUST_03625,65,Male,41,243,7,332.46,7,1
CUST_03626,37,Female,6,32,84,3627.9,4,0
CUST_03627,54,Male,71,235,112,5773.98,8,0
CUST_03628,20,Female,60,17,106,3446.47,6,0
CUST_03629,61,Female,52,89,78,6765.88,2,0
CUST_03630,50,Female,9,52,26,3475.07,9,0
CUST_03631,26,Female,30,164,86,12007.51,1,0
CUST_03632,26,Male,44,303,105,15083.59,4,0
CUST_03633,21,Female,62,32,100,9605.05,2,0
CUST_03634,52,Male,43,198,90,8901.82,9,1
CUST_03635,34,Male,28,351,76,4325.9,8,1
CUST_03636,51,Female,8,201,113,15200.95,9,1
CUST_03637,41,Male,51,107,31,2507.89,6,0
CUST_03638,49,Female,30,336,104,5481.49,9,1
CUST_03639,18,Male,11,345,68,9884.83,9,1
CUST_03640,25,Female,20,296,40,4409.04,7,1
CUST_03641,62,Female,31,28,27,2098.65,5,0
CUST_03642,40,Female,34,337,9,218.39,8,1
CUST_03643,64,Female,12,287,76,2578.06,5,0
CUST_03644,57,Female,48,119,93,3861.76,2,0
CUST_03645,29,Female,28,343,92,12593.28,1,0
CUST_03646,29,Male,67,31,16,2338.63,0,0
CUST_03647,63,Female,63,154,72,3675.03,8,0
CUST_03648,64,Male,48,260,111,9132.25,5,0
CUST_03649,32,Male,42,107,113,13775.21,3,0
CUST_03650,58,Male,52,251,13,870.04,4,0
CUST_03651,36,Male,5,363,78,6354.73,7,1
CUST_03652,43,Female,12,107,60,8089.75,0,0
CUST_03653,69,Female,59,117,79,3398.11,7,0
CUST_03654,46,Female,65,245,60,8950.2,6,0
CUST_03655,39,Female,52,79,9,689.41,8,0
CUST_03656,57,Male,43,229,53,2643.16,3,0
CUST_03657,38,Male,63,23,108,14632.56,4,0
CUST_03658,68,Male,50,197,32,810.5,7,0
CUST_03659,55,Female,39,361,86,8747.33,2,0
CUST_03660,37,Male,42,188,55,1283.04,9,1
CUST_03661,46,Female,17,217,115,16414.64,0,0
CUST_03662,68,Female,43,247,25,2534.05,0,0
CUST_03663,21,Female,49,154,41,2817.77,9,0
CUST_03664,24,Female,5,195,26,1879.65,5,1
CUST_03665,45,Female,1,116,109,4064.98,1,0
CUST_03666,45,Male,67,196,29,1844.43,8,0
CUST_03667,21,Male,24,55,82,11235.05,4,0
CUST_03668,39,Female,29,175,36,4454.12,8,0
CUST_03669,29,Female,15,144,84,8761.21,7,0
CUST_03670,62,Female,4,314,97,14128.11,7,1
CUST_03671,20,Male,44,363,84,7762.77,4,0
CUST_03672,39,Female,65,217,3,116.39,1,0
CUST_03673,61,Male,31,257,59,6568.94,5,1
CUST_03674,19,Male,20,127,107,10155.21,4,0
CUST_03675,41,Male,10,173,34,2513.75,2,0
CUST_03676,51,Male,11,94,6,209.06,9,0
CUST_03677,44,Male,28,219,31,3301.0,8,1
CUST_03678,58,Male,38,52,99,7419.94,6,0
CUST_03679,18,Female,24,19,32,2979.7,8,0
CUST_03680,25,Female,39,358,42,2418.33,9,1
CUST_03681,40,Female,51,237,57,2053.32,3,0
CUST_03682,55,Male,50,171,73,4641.89,2,0
CUST_03683,23,Female,7,275,46,5981.57,1,0
CUST_03684,39,Male,68,295,112,4092.64,4,0
CUST_03685,42,Male,53,364,91,7154.1,0,0
CUST_03686,35,Female,37,160,88,4855.59,5,0
CUST_03687,34,Male,54,240,56,8115.23,1,0
CUST_03688,29,Female,55,65,50,1321.55,8,0
CUST_03689,23,Female,31,217,86,4138.5,4,0
CUST_03690,43,Female,65,47,30,2270.7,1,0
CUST_03691,44,Female,59,74,36,1741.77,3,0
CUST_03692,25,Female,47,164,26,2870.14,5,0
CUST_03693,36,Male,49,198,50,3253.47,3,0
CUST_03694,59,Female,18,328,2,240.81,4,1
CUST_03695,18,Male,3,148,106,9478.72,3,0
CUST_03696,46,Female,18,86,108,7843.09,3,0
CUST_03697,62,Female,58,9,7,449.81,2,0
CUST_03698,66,Male,71,253,27,1214.26,8,0
CUST_03699,52,Female,25,232,80,3927.63,2,0
CUST_03700,57,Male,18,247,49,1901.75,3,0
CUST_03701,31,Male,52,1,46,5979.34,7,0
CUST_03702,52,Female,43,267,93,8278.7,4,0
CUST_03703,65,Male,67,105,85,6815.99,6,0
CUST_03704,62,Male,7,234,26,1521.1,5,1
CUST_03705,37,Male,44,257,82,6951.74,0,0
CUST_03706,66,Female,44,81,65,8719.41,1,0
CUST_03707,30,Male,51,123,2,261.15,9,0
CUST_03708,55,Male,21,172,78,7478.43,4,0
CUST_03709,66,Female,37,307,102,8827.51,9,1
CUST_03710,63,Male,28,273,79,3592.96,2,0
CUST_03711,66,Male,32,359,64,6946.9,7,1
CUST_03712,25,Female,57,247,64,8332.67,7,0
CUST_03713,60,Female,41,363,100,5626.83,1,0
CUST_03714,37,Female,54,194,88,6494.22,5,0
CUST_03715,50,Male,27,112,60,1764.35,6,0
CUST_03716,43,Female,40,23,89,11646.24,6,0
CUST_03717,56,Female,41,315,9,253.72,2,0
CUST_03718,38,Male,70,202,15,1651.28,8,0
CUST_03719,66,Male,24,106,37,1488.96,6,0
CUST_03720,59,Female,18,94,6,684.26,0,0
CUST_03721,60,Female,56,25,43,4375.75,8,0
CUST_03722,58,Female,15,145,45,4869.15,5,0
CUST_03723,26,Female,35,19,76,7663.29,5,0
CUST_03724,41,Female,27,210,91,6238.1,6,0
CUST_03725,54,Female,3,82,71,7009.55,1,0
CUST_03726,66,Male,21,46,28,1306.99,1,0
CUST_03727,58,Male,39,35,52,2703.04,3,0
CUST_03728,34,Female,32,202,76,1808.27,1,0
CUST_03729,41,Female,50,23,106,10359.56,6,0
CUST_03730,38,Female,9,300,35,4497.76,9,1
CUST_03731,68,Female,50,265,66,4361.99,8,0
CUST_03732,56,Female,1,346,26,1122.46,1,0
CUST_03733,58,Male,4,349,20,2524.61,0,0
CUST_03734,56,Female,4,187,89,9074.18,0,0
CUST_03735,30,Male,34,298,62,8408.84,1,0
CUST_03736,28,Male,27,190,85,1346.65,2,0
CUST_03737,63,Male,15,240,1,69.16,0,0
CUST_03738,36,Female,32,349,92,12569.9,7,0
CUST_03739,28,Female,41,127,53,5627.36,5,0
CUST_03740,30,Male,71,291,102,7986.29,2,0
CUST_03741,63,Male,61,111,77,5464.23,8,0
CUST_03742,62,Female,63,43,30,4075.4,3,0
CUST_03743,18,Female,61,301,60,7637.54,8,1
CUST_03744,57,Female,14,134,10,166.62,4,0
CUST_03745,61,Female,23,13,109,3416.84,8,0
CUST_03746,36,Female,65,11,22,1851.58,7,0
CUST_03747,29,Male,32,102,29,883.8,1,0
CUST_03748,25,Male,41,197,69,3594.43,4,0
CUST_03749,25,Male,26,55,8,1021.7,0,0
CUST_03750,62,Female,48,183,53,3557.83,0,0
CUST_03751,29,Male,16,19,11,834.61,2,0
CUST_03752,65,Female,31,363,26,1001.41,0,0
CUST_03753,50,Male,66,262,19,1829.94,5,0
CUST_03754,62,Male,32,9,19,593.6,5,0
CUST_03755,43,Male,10,148,30,3002.4,4,0
CUST_03756,56,Male,25,25,36,4169.14,8,0
CUST_03757,45,Male,45,306,42,5583.36,3,0
CUST_03758,22,Female,24,72,56,5243.31,2,0
CUST_03759,25,Male,3,322,9,538.32,2,0
CUST_03760,42,Female,62,57,7,909.83,0,0
CUST_03761,44,Male,67,22,18,1719.8,3,0
CUST_03762,63,Female,55,312,9,570.14,6,1
CUST_03763,40,Female,10,36,6,351.26,7,0
CUST_03764,47,Female,55,179,70,4079.8,5,0
CUST_03765,62,Male,22,68,45,1017.29,6,0
CUST_03766,64,Male,14,1,22,630.96,4,0
CUST_03767,40,Female,8,48,81,2195.95,7,0
CUST_03768,66,Male,15,152,79,4514.48,9,0
CUST_03769,64,Female,15,197,73,5766.04,2,0
CUST_03770,37,Male,52,58,70,2444.63,7,0
CUST_03771,35,Female,70,48,87,11029.29,9,0
CUST_03772,35,Male,54,355,81,1932.52,6,0
CUST_03773,19,Female,42,234,96,13691.24,8,1
CUST_03774,21,Female,19,188,32,801.56,5,0
CUST_03775,47,Male,40,114,101,13713.77,9,0
CUST_03776,50,Male,69,90,67,3363.11,9,0
CUST_03777,53,Male,27,169,16,2371.37,1,0
CUST_03778,35,Female,43,363,2,170.76,4,1
CUST_03779,54,Male,52,361,116,2026.7,8,1
CUST_03780,36,Male,46,177,67,3561.74,6,0
CUST_03781,64,Female,14,192,41,5818.8,2,0
CUST_03782,45,Male,64,133,51,2828.2,1,0
CUST_03783,57,Male,61,172,14,889.66,7,0
CUST_03784,37,Male,58,18,78,1634.88,7,0
CUST_03785,66,Female,49,251,94,4623.82,0,0
CUST_03786,50,Female,29,112,49,2450.4,1,0
CUST_03787,29,Male,26,40,104,11612.27,4,0
CUST_03788,68,Female,27,102,49,4080.66,4,0
CUST_03789,32,Male,67,174,27,991.87,6,0
CUST_03790,58,Male,67,314,81,9914.88,4,1
CUST_03791,56,Female,35,341,39,3804.65,8,1
CUST_03792,19,Male,60,302,73,3740.67,0,0
CUST_03793,46,Female,61,196,36,1627.59,4,1
CUST_03794,58,Female,70,72,10,1398.63,2,0
CUST_03795,27,Female,3,182,93,9393.24,9,1
CUST_03796,19,Male,33,241,4,496.01,5,1
CUST_03797,68,Male,42,289,85,3862.81,0,0
CUST_03798,28,Female,13,323,101,9542.42,1,1
CUST_03799,30,Male,29,113,2,44.44,8,0
CUST_03800,27,Female,9,340,79,7527.69,8,1
CUST_03801,31,Male,32,163,28,1189.54,1,0
CUST_03802,35,Male,22,39,89,9374.15,3,0
CUST_03803,68,Male,58,235,26,3661.2,9,0
CUST_03804,26,Female,57,71,73,5615.58,2,0
CUST_03805,56,Female,10,219,30,1686.86,7,0
CUST_03806,45,Male,25,5,9,284.77,0,0
CUST_03807,20,Female,62,241,1,105.53,8,0
CUST_03808,37,Male,63,165,56,5256.38,3,0
CUST_03809,23,Male,3,1,56,4956.95,7,0
CUST_03810,44,Female,47,184,76,10743.01,7,0
CUST_03811,19,Female,55,8,61,8970.11,5,0
CUST_03812,46,Male,26,108,45,5030.68,9,0
CUST_03813,55,Male,13,185,116,4809.19,8,1
CUST_03814,20,Female,7,284,13,1856.57,7,1
CUST_03815,33,Female,34,154,14,861.91,2,0
CUST_03816,47,Female,22,34,10,256.86,5,0
CUST_03817,57,Male,23,352,17,808.29,1,1
CUST_03818,19,Female,48,22,17,2160.71,0,0
CUST_03819,34,Male,14,148,31,1317.76,4,0
CUST_03820,58,Female,52,151,46,3143.37,6,0
CUST_03821,29,Male,39,67,49,2544.24,5,0
CUST_03822,52,Male,41,78,115,2467.37,3,0
CUST_03823,60,Male,36,232,90,8174.89,3,0
CUST_03824,18,Female,6,39,99,9888.34,8,0
CUST_03825,62,Female,23,165,100,12180.49,2,0
CUST_03826,32,Male,10,99,75,5323.44,1,0
CUST_03827,43,Female,60,129,80,2726.37,5,0
CUST_03828,54,Female,30,19,93,9582.82,0,0
CUST_03829,38,Male,70,271,109,14732.31,1,0
CUST_03830,66,Female,5,1,18,561.17,3,0
CUST_03831,48,Female,57,287,75,2974.0,8,1
CUST_03832,42,Male,43,180,11,653.86,3,0
CUST_03833,40,Male,52,256,73,7503.67,9,0
CUST_03834,41,Male,6,174,89,7628.61,2,0
CUST_03835,55,Male,2,342,55,6114.34,0,0
CUST_03836,45,Male,17,50,96,1846.14,7,0
CUST_03837,38,Female,12,20,98,12192.36,3,0
CUST_03838,60,Female,44,105,3,444.93,1,0
CUST_03839,35,Male,54,190,78,1661.38,6,0
CUST_03840,53,Female,7,239,112,9170.68,0,0
CUST_03841,52,Female,32,43,104,11948.4,2,0
CUST_03842,62,Female,29,5,89,7058.94,9,1
CUST_03843,26,Male,46,248,16,1520.75,4,0
CUST_03844,55,Female,53,66,100,13932.51,6,0
CUST_03845,47,Female,25,251,9,790.91,2,0
CUST_03846,61,Female,53,128,68,3191.94,3,0
CUST_03847,51,Male,29,185,45,5162.16,4,0
CUST_03848,49,Male,6,188,2,131.37,9,1
CUST_03849,20,Female,38,183,119,6365.37,1,0
CUST_03850,20,Male,3,71,89,4319.59,8,0
CUST_03851,45,Female,35,66,114,2931.41,6,1
CUST_03852,61,Female,55,329,22,3100.73,1,0
CUST_03853,32,Male,47,250,69,6282.68,5,0
CUST_03854,58,Female,33,155,49,7052.99,6,0
CUST_03855,40,Male,3,79,21,2758.17,9,1
CUST_03856,57,Male,69,19,74,1411.98,3,0
CUST_03857,28,Female,59,269,87,4209.37,3,0
CUST_03858,65,Female,18,45,91,5239.21,7,0
CUST_03859,49,Male,66,262,94,7625.84,1,0
CUST_03860,53,Female,25,222,55,6142.25,1,0
CUST_03861,50,Male,20,129,4,427.61,1,0
CUST_03862,41,Male,71,106,58,8600.34,1,0
CUST_03863,56,Male,69,251,70,9775.4,6,0
CUST_03864,51,Male,29,121,118,4737.23,3,0
CUST_03865,45,Female,18,230,59,7733.84,4,0
CUST_03866,54,Female,27,281,26,3348.7,7,1
CUST_03867,24,Female,42,227,74,6852.24,6,0
CUST_03868,21,Female,66,275,113,6853.03,7,0
CUST_03869,54,Male,26,138,69,2978.27,4,0
CUST_03870,18,Male,23,173,39,1703.59,7,1
CUST_03871,18,Female,5,327,101,6121.26,0,0
CUST_03872,64,Female,11,271,104,8635.41,4,0
CUST_03873,37,Female,19,215,1,93.82,9,1
CUST_03874,36,Male,12,228,57,3356.18,1,0
CUST_03875,46,Male,2,107,98,6187.54,4,0
CUST_03876,27,Male,43,159,48,807.61,1,0
CUST_03877,35,Male,22,136,72,1100.6,5,0
CUST_03878,45,Male,26,251,21,2886.86,8,1
CUST_03879,52,Female,33,30,31,523.65,1,0
CUST_03880,60,Male,24,98,58,1129.34,9,0
CUST_03881,64,Female,69,97,47,2009.76,1,0
CUST_03882,48,Female,21,257,23,2653.25,9,1
CUST_03883,44,Male,46,272,75,7999.07,2,0
CUST_03884,28,Female,18,11,80,8189.51,9,0
CUST_03885,66,Male,5,342,91,8428.3,4,0
CUST_03886,66,Female,8,168,7,295.61,9,1
CUST_03887,55,Female,57,211,49,3367.33,8,0
CUST_03888,22,Female,5,172,88,6999.83,2,0
CUST_03889,25,Female,13,326,96,8988.46,8,1
CUST_03890,51,Male,66,120,99,4137.01,8,0
CUST_03891,65,Female,37,185,31,3516.01,8,0
CUST_03892,69,Female,29,39,47,2665.06,3,0
CUST_03893,29,Female,69,257,93,9684.11,9,1
CUST_03894,55,Female,32,279,68,5738.37,5,0
CUST_03895,18,Female,48,230,35,3323.21,1,0
CUST_03896,48,Female,2,115,75,5308.13,0,0
CUST_03897,21,Male,69,304,34,2552.87,1,0
CUST_03898,66,Male,51,91,103,13617.15,3,0
CUST_03899,62,Female,35,309,58,4596.1,6,0
CUST_03900,67,Female,15,61,15,1832.62,1,0
CUST_03901,22,Female,65,103,78,5329.61,9,0
CUST_03902,47,Male,38,215,85,9313.61,0,0
CUST_03903,41,Male,17,102,71,3297.3,2,0
CUST_03904,20,Female,45,143,81,11242.6,6,0
CUST_03905,28,Female,1,90,42,6114.46,2,0
CUST_03906,62,Female,3,118,18,2460.22,1,0
CUST_03907,21,Male,70,139,78,4817.77,0,0
CUST_03908,43,Male,52,303,38,1988.39,2,0
CUST_03909,44,Male,53,240,64,2536.28,6,0
CUST_03910,63,Male,3,136,29,3852.77,2,0
CUST_03911,60,Female,47,5,118,3659.56,4,0
CUST_03912,44,Male,6,209,115,11697.18,5,0
CUST_03913,59,Male,46,87,10,597.48,4,0
CUST_03914,68,Male,61,347,17,686.27,0,0
CUST_03915,67,Male,43,319,32,1276.98,4,0
CUST_03916,23,Female,56,277,61,8087.44,2,0
CUST_03917,32,Male,70,121,115,15073.71,7,0
CUST_03918,47,Male,20,245,84,4344.81,4,0
CUST_03919,59,Female,47,358,81,1584.24,7,1
CUST_03920,54,Male,54,90,46,6087.03,8,0
CUST_03921,54,Female,41,140,71,1614.46,1,0
CUST_03922,59,Male,66,112,115,3040.28,3,0
CUST_03923,54,Female,31,240,56,7053.72,9,1
CUST_03924,52,Male,64,272,61,7644.8,0,0
CUST_03925,40,Male,58,143,103,4360.62,9,0
CUST_03926,23,Female,55,207,44,887.02,8,1
CUST_03927,21,Male,46,119,94,2209.24,9,0
CUST_03928,35,Female,24,84,38,2895.89,7,0
CUST_03929,26,Male,37,251,104,7432.01,1,0
CUST_03930,66,Female,41,278,105,4158.95,5,0
CUST_03931,46,Female,25,163,50,6886.02,4,0
CUST_03932,30,Male,29,142,74,6628.57,4,0
CUST_03933,64,Male,31,350,32,3967.7,2,0
CUST_03934,69,Female,2,31,90,2610.27,0,0
CUST_03935,34,Female,12,326,53,7760.1,5,1
CUST_03936,62,Male,5,91,48,5967.1,5,0
CUST_03937,49,Female,61,128,81,4362.36,4,0
CUST_03938,65,Male,56,267,1,17.81,8,0
CUST_03939,39,Male,71,36,103,3832.49,9,0
CUST_03940,21,Female,37,336,118,8436.8,8,1
CUST_03941,22,Female,36,280,90,1386.27,9,1
CUST_03942,54,Female,29,213,30,615.4,0,0
CUST_03943,58,Male,38,233,9,254.84,6,1
CUST_03944,66,Male,41,228,108,13425.67,5,0
CUST_03945,30,Female,33,298,33,2931.29,2,0
CUST_03946,51,Male,13,237,26,1060.34,3,0
CUST_03947,62,Male,6,21,42,2129.52,3,0
CUST_03948,39,Male,66,96,74,7525.37,3,0
CUST_03949,40,Female,8,51,42,2436.52,6,0
CUST_03950,68,Male,64,337,96,10280.44,3,0
CUST_03951,20,Male,9,311,39,4682.37,9,1
CUST_03952,59,Female,23,62,61,3440.05,5,0
CUST_03953,51,Female,71,343,47,3030.52,0,0
CUST_03954,49,Male,21,153,42,913.92,7,0
CUST_03955,62,Female,1,224,48,6032.29,3,0
CUST_03956,68,Male,46,142,112,10843.78,2,0
CUST_03957,66,Male,62,41,52,7015.64,8,1
CUST_03958,38,Female,2,166,33,1336.64,1,0
CUST_03959,63,Male,44,190,27,3906.39,7,0
CUST_03960,61,Male,5,297,43,4747.6,5,1
CUST_03961,38,Female,39,45,29,1204.73,5,0
CUST_03962,61,Female,66,208,19,1472.52,9,0
CUST_03963,28,Female,45,96,82,8967.39,5,0
CUST_03964,56,Male,13,275,99,1711.84,1,0
CUST_03965,21,Male,32,293,111,13357.6,6,0
CUST_03966,68,Male,43,235,28,4002.23,7,0
CUST_03967,18,Male,8,341,102,2652.2,7,1
CUST_03968,45,Male,59,207,10,1362.46,9,1
CUST_03969,41,Female,11,26,67,5205.9,6,0
CUST_03970,52,Male,28,350,106,8968.22,6,0
CUST_03971,30,Male,39,360,93,11942.56,4,0
CUST_03972,64,Female,26,207,16,1513.66,3,0
CUST_03973,51,Male,26,141,100,6244.25,3,0
CUST_03974,28,Female,32,347,1,113.9,1,0
CUST_03975,53,Male,46,87,118,3973.55,3,0
CUST_03976,68,Female,28,98,82,8605.67,6,0
CUST_03977,34,Female,7,23,4,478.3,1,0
CUST_03978,52,Female,35,250,69,4153.38,6,1
CUST_03979,35,Male,66,364,85,12408.42,8,0
CUST_03980,57,Female,22,250,4,405.93,9,1
CUST_03981,39,Male,22,148,115,3210.41,2,0
CUST_03982,41,Male,3,54,20,2908.97,7,0
CUST_03983,36,Male,46,315,63,7272.66,4,0
CUST_03984,54,Male,50,39,83,9039.7,9,0
CUST_03985,56,Male,8,334,35,1721.61,9,1
CUST_03986,38,Male,4,218,116,9149.48,9,1
CUST_03987,25,Male,15,347,45,6148.88,3,0
CUST_03988,45,Female,44,237,57,3226.25,7,0
CUST_03989,22,Male,39,325,24,1731.6,9,1
CUST_03990,34,Female,29,324,20,993.23,0,0
CUST_03991,54,Female,62,343,114,5032.73,6,0
CUST_03992,53,Male,34,277,28,585.24,8,1
CUST_03993,36,Female,26,225,38,4350.3,6,0
CUST_03994,44,Female,18,144,24,654.06,8,0
CUST_03995,51,Male,63,288,84,7285.22,6,0
CUST_03996,28,Male,52,211,24,521.34,1,0
CUST_03997,62,Female,54,154,70,10347.64,4,0
CUST_03998,64,Female,42,259,102,11299.07,3,0
CUST_03999,29,Female,54,227,118,11812.03,9,0
CUST_04000,38,Male,52,82,25,1004.08,7,0
CUST_04001,28,Female,13,88,96,8283.58,9,0
CUST_04002,56,Male,32,309,81,6721.41,8,1
CUST_04003,45,Male,66,4,81,5136.82,8,0
CUST_04004,22,Male,58,173,69,2489.18,2,0
CUST_04005,34,Male,39,32,17,1097.57,2,0
CUST_04006,37,Female,27,234,58,5639.28,4,0
CUST_04007,58,Female,54,226,73,5897.84,1,1
CUST_04008,63,Female,43,339,20,1839.12,3,0
CUST_04009,29,Male,52,206,2,184.44,2,0
CUST_04010,23,Female,14,102,83,3986.58,5,0
CUST_04011,34,Female,8,58,9,269.83,0,0
CUST_04012,68,Male,35,269,63,5382.5,4,0
CUST_04013,36,Female,18,150,104,14088.91,3,0
CUST_04014,43,Female,55,252,83,12398.08,0,0
CUST_04015,65,Female,52,44,109,13199.51,3,0
CUST_04016,61,Male,49,30,68,3049.85,6,0
CUST_04017,61,Female,8,12,6,600.56,2,0
CUST_04018,69,Female,37,14,100,4724.7,4,0
CUST_04019,49,Male,66,292,11,1021.03,7,0
CUST_04020,23,Female,41,45,21,1677.75,2,0
CUST_04021,53,Male,27,200,106,7050.06,2,0
CUST_04022,55,Female,20,24,63,6402.14,7,0
CUST_04023,28,Female,38,251,112,14648.6,2,0
CUST_04024,50,Female,12,119,89,5389.78,1,0
CUST_04025,41,Female,42,78,30,2419.33,1,0
CUST_04026,40,Male,50,242,82,6275.98,7,0
CUST_04027,32,Male,31,203,89,4329.43,5,0
CUST_04028,44,Female,65,237,115,8262.76,9,1
CUST_04029,28,Male,53,294,21,376.19,2,0
CUST_04030,68,Male,40,348,23,1951.63,9,1
CUST_04031,67,Male,39,87,61,6850.73,9,0
CUST_04032,34,Male,10,210,30,1938.83,0,0
CUST_04033,68,Female,29,276,108,12505.05,5,0
CUST_04034,31,Female,40,97,46,5351.57,8,0
CUST_04035,44,Male,30,2,60,8871.33,5,0
CUST_04036,35,Male,2,229,18,1596.64,0,0
CUST_04037,45,Male,28,243,62,4312.02,5,0
CUST_04038,68,Male,47,258,116,11754.95,8,1
CUST_04039,64,Male,32,42,97,9660.02,5,0
CUST_04040,64,Male,32,213,45,6673.1,2,0
CUST_04041,21,Female,27,296,61,6742.86,1,0
CUST_04042,24,Female,54,3,59,3326.91,7,0
CUST_04043,62,Male,56,16,35,1410.98,1,0
CUST_04044,52,Female,31,279,110,13421.98,6,0
CUST_04045,65,Female,24,102,22,863.89,2,0
CUST_04046,26,Male,35,77,114,11366.34,4,0
CUST_04047,25,Male,30,202,24,788.7,2,0
CUST_04048,69,Female,55,55,87,9746.2,2,0
CUST_04049,62,Male,64,209,51,6155.23,6,0
CUST_04050,34,Female,33,329,65,9666.99,6,1
CUST_04051,34,Female,46,354,15,2157.29,6,1
CUST_04052,66,Male,33,81,112,12472.76,3,0
CUST_04053,50,Female,68,244,28,1469.06,7,0
CUST_04054,49,Female,64,235,42,877.88,8,1
CUST_04055,25,Male,30,114,20,1799.15,0,0
CUST_04056,36,Male,29,67,100,11840.74,6,0
CUST_04057,55,Female,62,297,43,706.67,7,0
CUST_04058,20,Female,30,40,80,6867.85,1,0
CUST_04059,22,Female,12,221,69,9259.1,5,0
CUST_04060,30,Female,67,103,115,11617.81,4,0
CUST_04061,64,Male,15,295,63,6760.56,3,0
CUST_04062,63,Male,10,53,43,3398.5,3,0
CUST_04063,48,Male,61,296,114,16225.08,9,1
CUST_04064,33,Male,23,52,79,5180.61,5,0
CUST_04065,67,Female,11,37,2,132.36,0,0
CUST_04066,49,Female,16,67,88,7470.72,0,0
CUST_04067,39,Female,49,162,77,7245.77,3,0
CUST_04068,46,Female,14,206,23,2013.7,2,0
CUST_04069,39,Male,6,341,12,1506.18,4,1
CUST_04070,60,Male,42,322,46,5872.33,9,1
CUST_04071,20,Male,17,52,33,1081.57,9,0
CUST_04072,27,Female,42,209,44,4201.21,4,0
CUST_04073,59,Male,10,2,109,16113.08,0,0
CUST_04074,38,Female,46,129,25,2398.85,4,0
CUST_04075,33,Female,49,178,35,3776.58,5,0
CUST_04076,29,Male,9,164,35,4594.97,3,0
CUST_04077,19,Male,39,353,65,8579.43,9,1
CUST_04078,58,Female,2,22,43,744.79,1,0
CUST_04079,41,Male,68,227,68,3217.99,9,1
CUST_04080,52,Female,52,82,62,8152.29,8,1
CUST_04081,47,Female,11,164,31,3256.82,8,0
CUST_04082,47,Male,37,3,28,2807.85,8,0
CUST_04083,64,Male,22,172,11,1442.02,8,0
CUST_04084,52,Male,52,118,32,3964.3,9,1
CUST_04085,36,Female,5,144,66,7684.53,6,1
CUST_04086,67,Male,2,252,60,1283.56,1,0
CUST_04087,25,Female,5,266,51,6146.69,6,1
CUST_04088,43,Female,32,170,108,4544.88,0,0
CUST_04089,66,Female,19,213,59,1092.16,5,0
CUST_04090,57,Male,4,281,77,6268.2,5,0
CUST_04091,24,Female,46,227,17,2417.72,4,0
CUST_04092,47,Female,26,262,115,15487.19,6,1
CUST_04093,24,Female,50,255,68,10035.29,2,0
CUST_04094,20,Female,26,8,95,4586.77,6,0
CUST_04095,18,Female,71,41,38,4137.37,5,0
CUST_04096,53,Female,32,257,64,1442.51,2,0
